entry_id,name,aliases,county,town,state,category,entry_type,description,websites,emails,phones,addresses,source_urls,audiences,keywords,marketing_channels,notes_for_use,source_count,merged_from
everything-0011-3-lodging-and-gateway-businesses,3. Lodging and gateway businesses,[],Colfax,Raton,NM,Recommended outreach waves,Listing,"Lodging or hospitality business in Raton, Colfax, NM. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.",[],[],[],[],[],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs']","['Recommended outreach waves', 'Promotion', 'Start Something', 'Promote Something', 'Reach People Offline', 'Improve Online Visibility', 'Raton', 'Colfax', 'business', 'lodging', 'outreach', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0012-3rd-times-a-charm,3rd Times A Charm,[],Huerfano,Walsenburg,CO,Maker vendor,Listing,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",[],[],[],"['408 Russell Avenue, Walsenburg, CO 81089']",['https://www.walsenburgmercantile.com/meet-our-vendors'],"['Artists', 'Arts and culture audiences', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Maker vendor', 'Maker / Artist Vendor', 'Start Something', 'Promote Something', 'Get Media Coverage', 'Reach People Offline', 'Improve Online Visibility', 'Add / Correct Info', 'Walsenburg', 'Huerfano', 'artist', 'arts', 'business', 'directory', 'maker', 'media', 'outreach', 'venue', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0013-4-local-service-firms,4. Local service firms,[],Colfax,Raton,NM,Recommended outreach waves,Listing,"Lodging or hospitality business in Raton, Colfax, NM. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.",[],[],[],[],[],"['Businesses', 'Health / service audiences', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Recommended outreach waves', 'Business / Partner', 'Start Something', 'Promote Something', 'Improve Online Visibility', 'Add / Correct Info', 'Raton', 'Colfax', 'business', 'outreach', 'partner', 'service', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0014-719-tines,719 Tines,[],Huerfano,Walsenburg,CO,Local maker / vendor,Listing,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",[],[],[],"['408 Russell Avenue, Walsenburg, CO 81089']",['https://www.walsenburgmercantile.com/meet-our-vendors'],"['Artists', 'Arts and culture audiences', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Local maker / vendor', 'Maker / Artist Vendor', 'Start Something', 'Promote Something', 'Get Media Coverage', 'Reach People Offline', 'Improve Online Visibility', 'Add / Correct Info', 'Walsenburg', 'Huerfano', 'artist', 'arts', 'business', 'directory', 'maker', 'media', 'outreach', 'venue', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0015-a-taylor-made-haircut,A Taylor Made Haircut,[],Huerfano,La Veta,CO,Service / personal care,Listing,"Lodging or hospitality business in La Veta, Huerfano, CO. Use it to find the public page, organization, office, or listing path that best matches the task.",[],[],['(719) 742-3289'],['313 W. Ryus Ave'],[],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs']","['Service / personal care', 'Resource', 'Start Something', 'Reach People Offline', 'Improve Online Visibility', 'Add / Correct Info', 'La Veta', 'Huerfano', 'outreach', 'service', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0016-a-r-mitchell-museum-of-western-art,A.R. Mitchell Museum of Western Art,[],Las Animas,Trinidad,CO,Museum / gallery,Listing,"Arts or creative business in Trinidad, Las Animas, CO. It is relevant for artist referrals, exhibitions, workshops, performances, cultural events, and creative cross-promotion inquiries.",['https://www.armitchellmuseum.com'],[],[],"['150 E. Main St., Trinidad, CO']",['https://www.trinidadcreativedistrict.org/arts-in-the-trinidad-colorado-community'],"['Artists', 'Arts and culture audiences', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Museum / gallery', 'Museum / Creative', 'Start Something', 'Promote Something', 'Get Media Coverage', 'Reach People Offline', 'Improve Online Visibility', 'Add / Correct Info', 'Trinidad', 'Las Animas', 'artist', 'arts', 'chamber', 'creative district', 'directory', 'gallery', 'maker', 'media', 'outreach', 'tourism', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about business directory or partner referral', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0017-access-to-capital,Access to Capital,[],Regional,Regional,NM / CO,Needs Met & Remaining Gaps,Listing,"Needs Met & Remaining Gaps in Regional, Regional, NM / CO. Use it to ask about appropriate announcement, advertising, calendar, newsletter, or public-information routes.",[],[],[],[],[],"['Entrepreneurs', 'Nonprofits', 'Programs', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Needs Met & Remaining Gaps', 'Funding', 'Start Something', 'Find Money / Help', 'Add / Correct Info', 'Regional', 'outreach', 'service']",['Use as a contact starting point'],"Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0018-accessibility-visitor-readiness,Accessibility & visitor readiness,[],Regional,Regional,NM / CO,Peer Models & Strategy Crosswalk,Listing,"Visitor or recreation route in Regional, Regional, NM / CO. It is useful for tourism context, trip planning, visitor referrals, and partnership research tied to regional travel.",[],[],[],[],[],"['Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Nonprofits and community programs']","['Peer Models & Strategy Crosswalk', 'Promotion', 'Start Something', 'Promote Something', 'Improve Online Visibility', 'Regional', 'outreach', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0019-ace-hi-tavern,Ace-Hi Tavern,[],Las Animas,Aguilar,CO,Bar,Listing,"Restaurant or dining business in Aguilar, Las Animas, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",[],[],[],['151 E. Main Street'],[],"['Businesses', 'Nonprofits', 'Programs', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Bar', 'Promotion', 'Start Something', 'Promote Something', 'Reach People Offline', 'Improve Online Visibility', 'Aguilar', 'Las Animas', 'outreach', 'service']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0020-active-participation,Active participation,[],Regional,Regional,NM / CO,How individual businesses and organizers participate,Listing,"How individual businesses and organizers participate in Regional, Regional, NM / CO. Use it to ask about appropriate announcement, advertising, calendar, newsletter, or public-information routes.",[],[],[],[],[],"['Artists', 'Businesses', 'Nonprofits', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['How individual businesses and organizers participate', 'Funding', 'Start Something', 'Promote Something', 'Find Money / Help', 'Regional', 'artist', 'business', 'outreach', 'service', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0021-age-and-income,Age and income,[],Colfax,,NM,"Colfax County, NM",Listing,"Civic or partner-organization route in Colfax, NM. Use it to find formal contact paths, public information, business referrals, community-posting questions, or local program connections.",[],[],[],[],[],"['Entrepreneurs', 'Businesses', 'Programs', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Colfax County, NM', 'Media', 'Promote Something', 'Get Media Coverage', 'Reach People Offline', 'Improve Online Visibility', 'Track Results', 'Colfax', 'outreach']","['Ask about digital listing or social sharing', 'Ask about media, newsletter, or calendar placement']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0022-aguilar-bakery-cafe,Aguilar Bakery & Cafe,[],Las Animas,Aguilar,CO,Bakery / cafe,Listing,"Cafe or coffee stop in Aguilar, Las Animas, CO. Use it to find the public page, organization, office, or listing path that best matches the task.",[],[],[],['111 Main Street'],[],"['Businesses', 'Nonprofits', 'Programs', 'Nonprofits and community programs']","['Bakery / cafe', 'Resource', 'Start Something', 'Improve Online Visibility', 'Aguilar', 'Las Animas', 'bakery', 'outreach']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0023-aguilar-bar-grill,Aguilar Bar & Grill,[],Las Animas,Aguilar,CO,Restaurant / bar,Listing,"Restaurant or dining business in Aguilar, Las Animas, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",[],[],[],['211 Main Street'],[],"['Businesses', 'Programs', 'Businesses and entrepreneurs', 'Nonprofits and community programs']","['Restaurant / bar', 'Promotion', 'Start Something', 'Promote Something', 'Reach People Offline', 'Improve Online Visibility', 'Aguilar', 'Las Animas', 'outreach', 'restaurant']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0024-aguilar-country-cottages,Aguilar Country Cottages,[],Las Animas,Aguilar,CO,Lodging,Listing,"Lodging or hospitality business in Aguilar, Las Animas, CO. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.",['https://aguilarcountrycottages.com'],[],[],['100 Coyote Trail'],['https://aguilarcountrycottages.com'],"['Artists', 'Businesses', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Nonprofits and community programs']","['Lodging', 'Promotion', 'Start Something', 'Promote Something', 'Improve Online Visibility', 'Aguilar', 'Las Animas', 'artist', 'outreach', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0025-almack-s-kitchen,AlMack's Kitchen,[],Las Animas,Trinidad,CO,Restaurant,Listing,"Restaurant or dining business in Trinidad, Las Animas, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",['https://almackskitchen.com'],[],['719-679-4577'],['443 N. Commercial St'],['https://almackskitchen.com'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs']","['Restaurant', 'Media', 'Start Something', 'Promote Something', 'Get Media Coverage', 'Improve Online Visibility', 'Add / Correct Info', 'Trinidad', 'Las Animas', 'outreach', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0026-alys-restaurant,Alys' Restaurant,[],Huerfano,La Veta,CO,Restaurant / food,Listing,"Restaurant or dining business in La Veta, Huerfano, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",[],[],['(719) 742-3742'],['604 S. Oak Street'],[],"['Businesses', 'Programs', 'Businesses and entrepreneurs', 'Nonprofits and community programs']","['Restaurant / food', 'Business / Partner', 'Start Something', 'Promote Something', 'Reach People Offline', 'Improve Online Visibility', 'Add / Correct Info', 'La Veta', 'Huerfano', 'business', 'outreach', 'partner', 'restaurant']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0027-amber-schalla-silver,Amber Schalla Silver,[],Huerfano,Walsenburg,CO,Silver / jewelry vendor,Listing,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",[],[],[],"['408 Russell Avenue, Walsenburg, CO 81089']",['https://www.walsenburgmercantile.com/meet-our-vendors'],"['Artists', 'Arts and culture audiences', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Silver / jewelry vendor', 'Maker / Artist Vendor', 'Start Something', 'Promote Something', 'Get Media Coverage', 'Reach People Offline', 'Improve Online Visibility', 'Add / Correct Info', 'Walsenburg', 'Huerfano', 'artist', 'arts', 'business', 'directory', 'maker', 'media', 'outreach', 'venue', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0028-america-west-ranches-homes-land,"America West Ranches, Homes & Land",[],Colfax,Eagle Nest,NM,Real estate,Listing,"Professional or service business in Eagle Nest, Colfax, NM. Use it to ask about appropriate announcement, advertising, calendar, newsletter, or public-information routes.",[],[],['(575) 377-3382'],['124 E. Therma Drive'],[],"['Businesses', 'Programs', 'Rural residents', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Real estate', 'Business / Partner', 'Start Something', 'Promote Something', 'Eagle Nest', 'Colfax', 'business', 'outreach', 'partner', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0029-andreatta-beef,Andreatta Beef,[],Huerfano,Walsenburg,CO,Local food producer / vendor,Listing,"Restaurant or dining business in Walsenburg, Huerfano, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",[],[],[],"['408 Russell Avenue, Walsenburg, CO 81089']",['https://www.walsenburgmercantile.com/meet-our-vendors'],"['Artists', 'Arts and culture audiences', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Local food producer / vendor', 'Maker / Artist Vendor', 'Start Something', 'Promote Something', 'Get Media Coverage', 'Reach People Offline', 'Improve Online Visibility', 'Add / Correct Info', 'Walsenburg', 'Huerfano', 'artist', 'arts', 'business', 'directory', 'maker', 'media', 'outreach', 'venue', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0030-angel-fire,Angel Fire,[],Colfax,Angel Fire,NM,"Resort and visitor-economy hub with lodging, recreation, restaurants, grocery, real estate,...",Listing,"Restaurant or dining business in Angel Fire, Colfax, NM. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",[],[],[],[],[],"['Artists', 'Entrepreneurs', 'Businesses', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Arts and culture audiences', 'Local residents']","['Resort and visitor-economy hub with lodging, recreation, restaurants,...', 'Promotion', 'Start Something', 'Promote Something', 'Improve Online Visibility', 'Angel Fire', 'Colfax', 'artist', 'lodging', 'outreach', 'restaurant', 'service', 'visitor', 'Colfax County Outreach Targets by Town', 'Add / Correct Info', 'arts']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0031-angel-fire-chamber-artists-galleries-and-studios-directory,"Angel Fire Chamber Artists, Galleries, and Studios Directory",[],Colfax,Angel Fire,NM,Chamber arts category directory,Listing,"Angel Fire Chamber arts category listing artists, galleries, studios, creative nonprofits, maker retail, and related businesses. Confirm current membership and contact route before outreach.",['https://angelfirechamber.org/business/category/artists-galleries-studios/'],[],[],[],['https://angelfirechamber.org/business/category/artists-galleries-studios/'],"['Artists', 'Creative businesses', 'Arts and culture audiences', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs']","['Chamber arts category directory', 'Digital artist directory', 'Improve Online Visibility', 'Add / Correct Info', 'Promote Something', 'Find Money or Help', 'Start Something', 'Track Results', 'Angel Fire', 'Colfax', 'artist', 'arts', 'business', 'chamber', 'creative business', 'directory', 'maker', 'nonprofit', 'outreach', 'retail', 'studio', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about business directory or partner referral', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0032-angel-fire-chamber-member-business-directory,Angel Fire Chamber Member Business Directory,[],Colfax,Angel Fire,NM,Member business directory,Directory shortcut,"Angel Fire and Moreno Valley businesses, nonprofits, artists, lodging, dining, services, and chamber member categories.",['https://angelfirechamber.org/local-businesses/'],[],[],[],['https://angelfirechamber.org/local-businesses/'],"['Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Visitors and tourists', 'Local residents', 'Artists', 'Creative businesses', 'Arts and culture audiences', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Event organizers']","['Member business directory', 'Colfax', 'artist', 'business', 'chamber', 'dining', 'directory', 'lodging', 'nonprofit', 'service', 'Angel Fire', 'Business / Partner', 'Start Something', 'Promote Something', 'Improve Online Visibility', 'Add / Correct Info', 'Get Media Coverage', 'arts', 'creative business', 'event', 'media', 'outreach', 'partner', 'studio', 'visitor']","['Ask about digital listing or social sharing', 'Ask about business directory or partner referral', 'Ask about creative or cultural cross-promotion', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement']",Use as a broader Angel Fire directory before searching by category or building a manual list.,1,"['Member business directory', 'guide resource directory']"
